"comp","post_bugs","size","complexity","prior_changes","change_churn","prior_bugs","total","minor","major","ownership","entropy","review_rate","review_churn_rate","voters","minor_voters","major_voters","voter_ownership","self_reviews","too_quick","little_discussion","median_revspeed","mean_revspeed","median_discussion","mean_discussion","minor_wrote_no_major_revd","minor_wrote_no_owner_revd","median_voterscore","mean_voterscore","actors","minor_actors","major_actors","actor_ownership","owner_more_author","median_maxexp","mean_maxexp","median_minexp","mean_minexp","subsystem"
"qtdeclarative.examples/quick/tutorials/gettingStartedQml/filedialog",0,178,0.162921348784876,2,571,1,2,0,2,0.5,1,1,1,7,0,7,1,1,1,0,42.3797465174072,42.3797465174072,0.000373765936472722,0.000373765936472722,0,0,0,0,10,0,10,1,0,1,1,0.7,0.725,"qtdeclarative"
"qtdeclarative.examples/quick/tutorials/gettingStartedQml/parts/part5/filedialog",0,164,0.182926829766508,3,581,1,3,0,3,0.333333333333333,0.980101070084885,1,1,9,0,9,1,1,1,0,80.9450136612022,3685.49558858736,0.000455373406193078,0.0305522075940121,0,0,0,0,14,0,14,1,0,1,1,0.7,0.764615384615385,"qtdeclarative"
"qtdeclarative.examples/quick/tutorials/samegame/samegame2",0,63,0,1,63,1,1,0,1,1,0,1,1,5,0,5,1,0,1,0,3.81447937361225,3.81447937361225,0.000292158466752367,0.000292158466752367,0,0,0,0,6,0,6,1,0,1,1,0.7,0.7,"qtdeclarative"
"qtdeclarative.examples/quick/tutorials/samegame/samegame3",0,174,0,1,174,1,1,0,1,1,0,1,1,5,0,5,1,0,1,0,3.81447937361225,3.81447937361225,0.000292158466752367,0.000292158466752367,0,0,0,0,6,0,6,1,0,1,1,0.7,0.7,"qtdeclarative"
"qtdeclarative.examples/quick/tutorials/samegame/samegame4/content",0,227,0,2,231,2,2,0,2,0.5,0,1,1,7,0,7,1,0,1,0,26.996128575695,26.996128575695,0.077923857011154,0.077923857011154,0,0,0,0,8,0,8,1,0,1,1,0.85,0.85,"qtdeclarative"
"qtdeclarative.examples/quick/views",0,1,1.99999990000001,3,45,0,3,0,3,0.333333333333333,1,1,1,9,0,9,1,1,0,0,93.1513888888889,211.431362195495,0.001194743130227,0.00610559440102892,0,0,0,0,13,0,13,1,0,1,1,0.666666666666667,0.658333333333333,"qtdeclarative"
"qtdeclarative.examples/quick/window",0,13,0.15384616035503,2,60,0,1,0,1,1,1,1,1,6,0,6,1,0,0,0,2066.57289577538,2066.57289577538,0.0181632917124927,0.0181632917124927,0,0,0,0,7,0,7,1,1,1,1,1,0.998076923076923,"qtdeclarative"
"qtdeclarative.src/imports/dialogs",3,751,0.203728362289783,6,2706,0,2,0,2,0.666666666666667,0.95817662602902,1,1,7,0,7,1,1,0,0,46.1401314734648,1574.50356795631,0.0159102404929416,0.0943855696856778,0,0,0,0,12,0,12,1,0,1,1,1,1,"qtdeclarative"
"qtdeclarative.src/imports/folderlistmodel",9,752,0.166223404366194,8,121,0,6,0,6,0.25,0.96436529579403,0.625,0.396694214876033,12,0,12,1,1,0,0,730.166666666667,8163.97364018495,0.0454545454545455,0.0927675239150649,24,24,0,0,44,25,19,0.96551724137931,0,1,0.987704640980236,0.916666666666667,0.823483198273364,"qtdeclarative"
"qtdeclarative.src/imports/localstorage",8,389,0.177377892242319,4,8,1,3,0,3,0.5,1,1,1,7,0,7,1,2,0,1,381.122346574191,1237.15283995376,0.0708333333333333,0.160530510018215,16,16,0,0,28,13,15,0.95,0,1,0.993939339635321,0.886904761904762,0.80155987394958,"qtdeclarative"
"qtdeclarative.src/imports/models",0,14,0.142857148979592,3,92,1,3,0,3,0.333333333333333,1,1,1,6,0,6,1,0,0,0,542.475364238411,2679.26342693444,0.00854700854700855,0.170619422275051,0,0,0,0,8,0,8,1,0,1,1,1,0.991666666666667,"qtdeclarative"
"qtdeclarative.src/imports/particles",0,14,0.142857148979592,1,2,0,1,0,1,1,1,1,1,3,0,3,1,1,0,0,80.9450136612022,80.9450136612022,0.000455373406193078,0.000455373406193078,7,7,0,0,11,0,11,0.875,0,1,1,0.714285714285714,0.634554446778712,"qtdeclarative"
"qtdeclarative.src/imports/qtquick2",0,14,0.142857148979592,1,2,0,1,0,1,1,1,1,1,3,0,3,1,1,0,0,80.9450136612022,80.9450136612022,0.000455373406193078,0.000455373406193078,9,9,0,0,13,0,13,0.9,0,1,0.999335548172757,0.714285714285714,0.656750700280112,"qtdeclarative"
"qtdeclarative.src/imports/widgets",0,177,0.220338983491334,5,628,1,3,0,3,0.6,0.978241278289944,1,1,7,0,7,1,1,1,0,47.1978021978022,153.942457790825,0.03125,0.221948840670334,0,0,0,0,9,0,9,1,0,1,1,1,0.993055555555556,"qtdeclarative"
"qtdeclarative.src/imports/window",1,14,0.142857148979592,1,2,0,1,0,1,1,1,1,1,3,0,3,1,1,0,0,80.9450136612022,80.9450136612022,0.000455373406193078,0.000455373406193078,4,4,0,0,11,0,11,0.8,0,1,0.989547511312217,0.8,0.585882352941177,"qtdeclarative"
"qtdeclarative.src/imports/xmllistmodel",2,801,0.162297128693846,4,14,1,3,0,3,0.5,0.99274222139821,1,1,13,0,13,1,0,0,1,381.122346574191,394.100033374589,0.0191490355424782,0.020105027789454,24,24,0,0,39,17,22,0.928571428571429,0,1,0.959791060450367,0.875,0.775880352140856,"qtdeclarative"
"qtdeclarative.src/particles",14,6566,0.187176363094926,16,314,3,8,0,8,0.3125,0.983507617632086,0.9375,0.948717948717949,21,0,21,1,2,1,4,403.1,2422.27914228352,0.1,0.166597998681909,28,28,0,0.0340909090909091,47,28,19,0.977272727272727,0,0.977272727272727,0.986408654748651,0.977272727272727,0.912363383051886,"qtdeclarative"
"qtdeclarative.src/plugins/accessible/quick",1,513,0.226120857850659,10,402,1,3,0,3,0.7,0.997745640956497,1,1,12,0,12,1,3,1,0,1834.03474702381,4646.54766904712,0.0355902777777778,0.0603307552889508,36,36,0,0,31,22,9,0.979591836734694,0,0.995049504950495,0.989533755899425,0.979591836734694,0.89831761073615,"qtdeclarative"
"qtdeclarative.src/plugins/accessible/shared",0,148,0.277027027515522,7,32,2,4,0,4,0.428571428571429,0.982063181324192,1,1,9,0,9,1,2,1,1,291.535714285714,12265.3076466766,0.0892857142857143,0.124119169372176,15,15,0,0.00595238095238095,18,7,11,0.958333333333333,0,0.98866469664789,0.981729711115215,0.958333333333333,0.846741095086683,"qtdeclarative"
"qtdeclarative.src/plugins/qmltooling/qmldbg_qtquick2",0,915,0.182513661291529,2,20,0,2,0,2,0.5,0.989199791820886,1,1,6,0,6,1,1,0,0,296.552620466965,296.552620466965,0.00818223215764199,0.00818223215764199,35,35,0,0,28,11,17,0.973684210526316,0,0.990580308030803,0.986937910365158,0.938536953242836,0.858167072970723,"qtdeclarative"
"qtdeclarative.src/plugins/qmltooling/qmldbg_tcp",0,175,0.15428571476898,2,36,1,2,0,2,0.5,1,1,1,4,0,4,1,1,0,0,736.203150233,736.203150233,0.00404448059622631,0.00404448059622631,17,17,0,0,20,0,20,0.947368421052632,0,1,0.990559231184145,0.857142857142857,0.785120370911474,"qtdeclarative"
"qtdeclarative.src/plugins/qmltooling/shared",0,680,0.164705882475779,3,23,1,3,0,3,0.333333333333333,0.990062141623146,1,1,8,0,8,1,0,0,1,512.160227272727,639.196696472926,0.0159090909090909,0.0357578517414583,23,23,0,0,23,13,10,0.962962962962963,0,0.986111111111111,0.984340733202449,0.941176470588235,0.849459682575151,"qtdeclarative"
"qtdeclarative.src/qml",0,2,0,2,7,0,1,0,1,1,0.980114858930381,1,1,11,0,11,1,1,0,0,60.3403504623791,60.3403504623791,0.000858203727056186,0.000858203727056186,4,4,0,0,15,0,15,0.714285714285714,0,1,0.915120593692022,0.714285714285714,0.496614030227476,"qtdeclarative"
"qtdeclarative.src/qml/animations",1,1183,0.24767540158515,4,48,0,3,0,3,0.5,0.992550170038937,1,1,13,0,13,1,2,0,0,1048.70167349727,1918.39586967563,0.12563051702396,0.187929101863528,16,16,0,0,26,15,11,0.952380952380952,0,0.994252873563218,0.978211874607237,0.952380952380952,0.848644586039544,"qtdeclarative"
"qtdeclarative.src/qml/debugger",25,2646,0.169312169343563,12,409,8,5,0,5,0.333333333333333,0.977461022425544,1,1,16,0,16,1,1,1,3,873.767010500647,8207.42287238069,0.0833333333333333,0.156907519489968,57,57,0,0,33,20,13,0.986111111111111,0,0.986111111111111,0.990857374423275,0.947368421052632,0.919530521516716,"qtdeclarative"
"qtdeclarative.src/qml/doc/snippets/code",0,58,0,1,6,0,1,0,1,1,1,1,1,3,0,3,1,1,0,0,80.9450136612022,80.9450136612022,0.000455373406193078,0.000455373406193078,3,3,0,0,11,0,11,0.75,0,1,0.998201438848921,0.583333333333333,0.486519607843137,"qtdeclarative"
"qtdeclarative.src/qml/doc/snippets/delegatemodel/visualdatamodel_rootindex",0,10,0.100000009,1,62,1,1,0,1,1,0,1,1,6,0,6,1,0,1,0,11.39375,11.39375,0.0125,0.0125,0,0,0,0,7,0,7,1,1,1,1,0.75,0.75,"qtdeclarative"
"qtdeclarative.src/qml/doc/snippets/qml",0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,5,1,1,1,1,0.666666666666667,0.666666666666667,"qtdeclarative"
"qtdeclarative.src/qml/doc/snippets/qml/integrating-javascript",0,47,0,1,2,0,1,0,1,1,1,1,1,3,0,3,1,1,0,0,80.9450136612022,80.9450136612022,0.000455373406193078,0.000455373406193078,2,2,0,0,9,0,9,0.666666666666667,0,1,1,0.5,0.398692810457516,"qtdeclarative"
"qtdeclarative.src/qml/doc/snippets/qml/integrating-javascript/includejs",0,97,0,1,4,0,1,0,1,1,1,1,1,3,0,3,1,1,0,0,80.9450136612022,80.9450136612022,0.000455373406193078,0.000455373406193078,2,2,0,0,9,0,9,0.666666666666667,0,1,1,0.5,0.398692810457516,"qtdeclarative"
"qtdeclarative.src/qml/doc/snippets/qml/integrating-javascript/scarceresources",0,170,0.0588235299653979,1,8,0,1,0,1,1,1,1,1,3,0,3,1,0,0,0,80.9450136612022,80.9450136612022,0.000455373406193078,0.000455373406193078,2,2,0,0,9,0,9,0.666666666666667,0,1,1,0.5,0.398692810457516,"qtdeclarative"
"qtdeclarative.src/qml/doc/snippets/qml/qtbinding/context",0,9,0.111111120987654,1,2,0,1,0,1,1,1,1,1,3,0,3,1,1,0,0,80.9450136612022,80.9450136612022,0.000455373406193078,0.000455373406193078,3,3,0,0,11,0,11,0.75,0,1,1,0.583333333333333,0.486519607843137,"qtdeclarative"
"qtdeclarative.src/qml/doc/snippets/qml/qtbinding/context-advanced",0,17,0.117647064013841,1,4,0,1,0,1,1,1,1,1,3,0,3,1,1,0,0,80.9450136612022,80.9450136612022,0.000455373406193078,0.000455373406193078,3,3,0,0,11,0,11,0.75,0,1,1,0.583333333333333,0.486519607843137,"qtdeclarative"
"qtdeclarative.src/qml/doc/snippets/qml/qtbinding/functions-qml",0,14,0.0714285780612244,1,2,0,1,0,1,1,1,1,1,3,0,3,1,1,0,0,80.9450136612022,80.9450136612022,0.000455373406193078,0.000455373406193078,3,3,0,0,11,0,11,0.75,0,1,1,0.583333333333333,0.486519607843137,"qtdeclarative"
"qtdeclarative.src/qml/doc/snippets/qml/qtbinding/loading",0,25,0.12000000352,1,2,0,1,0,1,1,1,1,1,3,0,3,1,1,0,0,80.9450136612022,80.9450136612022,0.000455373406193078,0.000455373406193078,3,3,0,0,11,0,11,0.75,0,1,1,0.583333333333333,0.486519607843137,"qtdeclarative"
"qtdeclarative.src/qml/doc/snippets/qml/qtbinding/properties-qml",0,12,0.0833333409722222,1,2,0,1,0,1,1,1,1,1,3,0,3,1,1,0,0,80.9450136612022,80.9450136612022,0.000455373406193078,0.000455373406193078,3,3,0,0,11,0,11,0.75,0,1,1,0.583333333333333,0.486519607843137,"qtdeclarative"
"qtdeclarative.src/qml/doc/snippets/qml/qtbinding/signals-qml",0,18,0.0555555608024691,1,4,0,1,0,1,1,1,1,1,3,0,3,1,0,0,0,80.9450136612022,80.9450136612022,0.000455373406193078,0.000455373406193078,3,3,0,0,11,0,11,0.75,0,1,1,0.583333333333333,0.486519607843137,"qtdeclarative"
"qtdeclarative.src/qml/doc/snippets/qml/qtbinding/variantlistmap",0,15,0.0666666728888888,1,2,0,1,0,1,1,1,1,1,3,0,3,1,1,0,0,80.9450136612022,80.9450136612022,0.000455373406193078,0.000455373406193078,3,3,0,0,11,0,11,0.75,0,1,1,0.583333333333333,0.486519607843137,"qtdeclarative"
"qtdeclarative.src/qml/doc/snippets/qml/workerscript",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,4,1,1,1,1,0.928571428571429,0.928571428571429,"qtdeclarative"
"qtdeclarative.src/qml/doc/snippets/qtjavascript/evaluation",0,7,0.142857155102041,1,2,0,1,0,1,1,1,1,1,3,0,3,1,1,0,0,80.9450136612022,80.9450136612022,0.000455373406193078,0.000455373406193078,2,2,0,0,9,0,9,0.666666666666667,0,1,1,0.5,0.398692810457516,"qtdeclarative"
"qtdeclarative.src/qml/doc/snippets/qtjavascript/registeringobjects",0,11,0.0909090991735537,1,2,0,1,0,1,1,1,1,1,3,0,3,1,1,0,0,80.9450136612022,80.9450136612022,0.000455373406193078,0.000455373406193078,2,2,0,0,9,0,9,0.666666666666667,0,1,1,0.5,0.398692810457516,"qtdeclarative"
"qtdeclarative.src/qml/doc/snippets/qtjavascript/registeringvalues",0,8,0.1250000109375,1,2,0,1,0,1,1,1,1,1,3,0,3,1,0,0,0,80.9450136612022,80.9450136612022,0.000455373406193078,0.000455373406193078,2,2,0,0,9,0,9,0.666666666666667,0,1,1,0.5,0.398692810457516,"qtdeclarative"
"qtdeclarative.src/qml/qml",204,29485,0.210649482790535,84,16564,20,33,31,2,0.19047619047619,0.943666397565812,0.951219512195122,0.974125675291442,47,34,13,1,11,7,7,534.249212271973,5954.65304342354,0.0400641025641026,0.12581514856995,326,367,0,0.0107352764783495,119,105,14,0.995049504950495,0,0.995049504950495,0.993476734159236,0.987777777777778,0.946379577337025,"qtdeclarative"
"qtdeclarative.src/qml/qml/ftw",8,3630,0.189531680463098,5,65,0,4,0,4,0.4,0.987419390755716,1,1,13,0,13,1,1,0,1,877,995.296043566594,0.0434782608695652,0.242372266998069,22,22,0,0,35,16,19,0.964285714285714,0,0.995049504950495,0.991531876466499,0.952731092436975,0.860350069514985,"qtdeclarative"
"qtdeclarative.src/qml/qml/parser",2,7949,0.228204805645638,14,299,8,7,0,7,0.357142857142857,0.969619524094668,1,1,11,0,11,1,3,0,1,98.5769230769231,1268.86958249873,0.0769230769230769,0.0739783203591526,8,8,0,0.00420168067226891,25,12,13,0.941176470588235,0,0.976190476190476,0.942475583392127,0.941176470588235,0.86116328884495,"qtdeclarative"
"qtdeclarative.src/qml/qml/rewriter",0,162,0.160493827678708,2,7,0,1,0,1,1,0.977495976533047,1,1,11,0,11,1,1,0,0,60.3403504623791,60.3403504623791,0.000858203727056186,0.000858203727056186,4,4,0,0,16,0,16,0.833333333333333,0,1,0.999174917491749,0.714285714285714,0.584267040149393,"qtdeclarative"
"qtdeclarative.src/qml/qml/v4",336,6303,0.309852451224657,6,74,0,5,0,5,0.333333333333333,0.987107536947915,0.833333333333333,0.986486486486487,12,0,12,1,3,0,0,80.9450136612022,775.048397238243,0.0344827586206897,0.0754216513967786,69,69,0,0.00444444444444444,38,29,9,0.986666666666667,0,0.995049504950495,0.992078018560457,0.986111111111111,0.924373962993777,"qtdeclarative"
"qtdeclarative.src/qml/qml/v8",104,8892,0.256747638334944,22,289,5,13,6,7,0.181818181818182,0.965667940223026,0.954545454545455,0.99644128113879,28,16,12,1,3,1,0,521.85582010582,5262.45644708529,0.0344827586206897,0.0630079067675499,114,121,0,0.0065402223675605,77,63,14,0.992805755395683,0,0.995049504950495,0.995469557520947,0.986666666666667,0.920029412907995,"qtdeclarative"
"qtdeclarative.src/qml/types",32,6814,0.199442324637519,16,11284,6,8,0,8,0.1875,0.950316462914261,1,1,15,0,15,1,2,1,2,783.55987654321,3152.50733066789,0.0384615384615385,0.110055411078845,0,0,0.1875,0.104166666666667,20,0,20,1,0,1,1,1,0.981661852829952,"qtdeclarative"
"qtdeclarative.src/qml/util",3,2752,0.202761627935946,4,4014,1,3,0,3,0.5,0.986584609785713,1,1,12,0,12,1,1,1,0,60.3403504623791,22310.2245579285,0.000858203727056186,0.0212937008296778,8,8,0,0.0208333333333333,25,0,25,0.916666666666667,0,1,0.990779309831436,0.886904761904762,0.752450980392157,"qtdeclarative"
"qtdeclarative.src/quick",4,118,0.177966102391554,2,14,0,1,0,1,1,0.984756621713054,1,1,11,0,11,1,0,0,0,60.3403504623791,60.3403504623791,0.000858203727056186,0.000858203727056186,17,17,0,0,28,0,28,0.947368421052632,0,1,0.993348952814762,0.714285714285714,0.758949629114205,"qtdeclarative"
"qtdeclarative.src/quick/designer",4,477,0.22851153056006,7,55,1,5,0,5,0.285714285714286,0.989382294027187,1,1,16,0,16,1,1,0,0,80.9450136612022,474.888530698765,0.00885668276972625,0.156595725001883,11,11,0,0.00595238095238095,26,11,15,0.916666666666667,0,0.997737556561086,0.958815656719102,0.916666666666667,0.773546918767507,"qtdeclarative"
"qtdeclarative.src/quick/items",193,42695,0.210446188080079,161,14080,40,43,37,6,0.111801242236025,0.940619137055514,0.9625,0.96113371685141,60,46,14,1,22,10,13,506.439223805855,5333.59105506777,0.0594117647058824,0.143269483584243,739,779,0,0.00392098471312289,138,126,12,0.997737556561086,0,0.997737556561086,0.997096445609222,0.997737556561086,0.97429386870162,"qtdeclarative"
"qtdeclarative.src/quick/items/context2d",30,4602,0.219904389412866,32,853,10,12,7,5,0.3125,0.964324801383739,0.90625,0.736225087924971,25,17,8,1,3,4,4,209.206730769231,6088.82008329232,0.166666666666667,0.282134654218678,67,67,0,0.00173611111111111,62,46,16,0.988888888888889,0,0.988888888888889,0.992779550453789,0.988888888888889,0.936109301918125,"qtdeclarative"
"qtdeclarative.src/quick/scenegraph",51,7281,0.163576431820305,44,3931,9,9,7,2,0.613636363636364,0.954071645797319,1,1,24,15,9,1,8,7,8,153.759057971014,1400.10356463963,0.0333333333333333,0.104531768301681,91,91,0,0.000532670454545455,62,52,10,0.992307692307692,0,0.992307692307692,0.994759546336428,0.992307692307692,0.953233054013962,"qtdeclarative"
"qtdeclarative.src/quick/scenegraph/coreapi",28,2549,0.192232247972058,20,441,4,9,7,2,0.55,0.98587261555529,0.95,0.843835616438356,23,16,7,1,5,4,2,218.214285714286,1058.995552638,0.027027027027027,0.0665451580707635,52,52,0,0.000757575757575758,59,46,13,0.984848484848485,0,0.997737556561086,0.994054689302744,0.984848484848485,0.920375405636101,"qtdeclarative"
"qtdeclarative.src/quick/scenegraph/util",31,1866,0.189174705295328,24,539,5,12,9,3,0.458333333333333,0.960860706933183,0.956521739130435,0.809803921568627,20,12,8,1,5,5,3,507.013820861678,7237.3781808169,0.032258064516129,0.088345905967302,46,46,0,0.000672043010752688,58,47,11,0.984848484848485,0,0.992307692307692,0.992010913148696,0.984848484848485,0.924113301763273,"qtdeclarative"
"qtdeclarative.src/quick/util",71,11791,0.195403273690142,33,3650,12,18,9,9,0.181818181818182,0.974194005897313,0.939393939393939,0.982978723404255,37,25,12,1,2,2,7,1324.48484848485,3854.74733011766,0.0588235294117647,0.110387549234705,149,149,0,0.00365726227795193,84,69,15,0.994252873563218,0,0.997737556561086,0.996887654234242,0.992307692307692,0.934144429781687,"qtdeclarative"
"qtdeclarative.tools/qmlbundle",0,159,0.251572327514734,1,2,0,1,0,1,1,1,1,1,3,0,3,1,0,0,0,80.9450136612022,80.9450136612022,0.000455373406193078,0.000455373406193078,2,2,0,0,7,0,7,0.666666666666667,0,1,0.999245852187029,0.5,0.398692810457516,"qtdeclarative"
"qtdeclarative.tools/qmleasing",0,836,0.14832535895355,1,14,0,1,0,1,1,1,1,1,3,0,3,1,1,0,0,80.9450136612022,80.9450136612022,0.000455373406193078,0.000455373406193078,9,9,0,0,16,0,16,0.9,0,1,0.978566317403527,0.714285714285714,0.688496732026144,"qtdeclarative"
"qtdeclarative.tools/qmlmin",0,490,0.236734694033319,1,2,0,1,0,1,1,1,1,1,3,0,3,1,1,0,0,80.9450136612022,80.9450136612022,0.000455373406193078,0.000455373406193078,17,17,0,0,18,0,18,0.944444444444444,0,0.997524752475248,0.980264576388568,0.942016806722689,0.804097935470484,"qtdeclarative"
"qtdeclarative.tools/qmlplugindump",1,672,0.181547619169413,7,199,1,5,0,5,0.285714285714286,0.973503240992246,0.857142857142857,0.587939698492462,6,0,6,1,0,0,1,803.639384920635,1410.9339666887,0.0954545454545455,0.0732784495629358,41,41,0,0.0182370820668693,39,24,15,0.770833333333333,0,0.770833333333333,0.801832185869851,0.770833333333333,0.656033979185734,"qtdeclarative"
"qtdeclarative.tools/qmlprofiler",1,1868,0.161134903685164,2,32,0,2,0,2,0.5,0.993725290648007,1,1,4,0,4,1,0,0,1,3344.30584016393,3344.30584016393,0.250227686703097,0.250227686703097,8,8,0,0,13,0,13,0.9,0,0.997524752475248,0.968116061606161,0.833333333333333,0.722464985994398,"qtdeclarative"
"qtdeclarative.tools/qmlscene",1,265,0.215094339918832,8,26,0,6,0,6,0.25,1,1,1,11,0,11,1,1,2,1,970.887362637363,3268.37910427175,0.375,0.328181921675774,35,35,0,0,42,24,18,0.96078431372549,0,0.96078431372549,0.977273120542654,0.96078431372549,0.856008899684599,"qtdeclarative"
"qtdoc.demos/qtdemo",0,3632,0.170429515441343,1,82,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,9,9,0,0,15,0,15,1,0,1,1,1,0.993076923076923,"qtdoc"
"qtdoc.doc/config/online/template/scripts",0,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,5,1,1,1,1,1,1,"qtdoc"
"qtdoc.doc/snippets/qmlapp/codingconventions",0,9,0,1,9,0,1,0,1,1,0,1,1,3,0,3,1,1,0,0,959.665178571429,959.665178571429,0.00892857142857143,0.00892857142857143,0,0,0,0,4,0,4,1,1,1,1,1,1,"qtdoc"
"qtdoc.doc/snippets/qmlapp/qtbinding/resources",0,8,0.1250000109375,1,57,0,1,0,1,1,0,1,1,3,0,3,1,1,0,0,959.665178571429,959.665178571429,0.00892857142857143,0.00892857142857143,0,0,0,0,4,0,4,1,1,1,1,1,1,"qtdoc"
"qtdoc.doc/snippets/qmlapp/usecases",0,46,0,1,46,0,1,0,1,1,0,1,1,3,0,3,1,0,0,0,959.665178571429,959.665178571429,0.00892857142857143,0.00892857142857143,0,0,0,0,4,0,4,1,1,1,1,1,1,"qtdoc"
"qtdoc.doc/src/diagrams/contentspropagation",0,359,0,1,4,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/diagrams/programs",0,303,0,1,6,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/diagrams/programs/easingcurve",0,69,0.0724637694601974,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets",0,551,0.259528130805893,2,18,0,2,0,2,0.5,0.982919039953816,1,1,5,0,5,1,1,0,2,350.440527065527,350.440527065527,0.0510683760683761,0.0510683760683761,6,6,0,0,13,0,13,1,0,1,1,1,0.991346153846154,"qtdoc"
"qtdoc.doc/src/snippets/animation/sequential",0,65,0.0769230783431953,1,6,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/audio",0,69,0.115942030266751,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,5,5,0,0,10,0,10,1,0,1,1,0.988461538461539,0.988461538461539,"qtdoc"
"qtdoc.doc/src/snippets/brushstyles",0,180,0.0444444449753086,1,10,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/clipboard",0,71,0.0563380294981155,1,6,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/code",0,765,0.0836601308387372,10,1189,0,7,0,7,0.4,0.992996748863822,1,1,14,0,14,1,1,1,2,505.717487849841,715.290402928342,0.00597033685268979,0.0191091704223529,18,18,0,0,34,21,13,1,0,1,1,1,0.997836538461538,"qtdoc"
"qtdoc.doc/src/snippets/colors",0,93,0.0430107537171927,1,6,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/coordsys",0,27,0.111111114403292,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/declarative/codingconventions",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtdoc"
"qtdoc.doc/src/snippets/declarative/qtbinding/enums",0,22,0.18181818553719,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/declarative/qtbinding/properties-cpp",0,9,0.111111120987654,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/dockwidgets",0,27,0.0370370406035665,1,4,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/draganddrop",0,154,0.116883117456569,1,10,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,4,4,0,0,7,0,7,1,0,1,1,0.976923076923077,0.986153846153846,"qtdoc"
"qtdoc.doc/src/snippets/dragging",0,25,0.04000000384,2,114,0,2,0,2,0.5,1,1,1,6,0,6,1,1,0,1,506.381054131054,506.381054131054,0.00213675213675214,0.00213675213675214,5,5,0,0,10,0,10,1,0,1,1,1,0.99010989010989,"qtdoc"
